city,area_name,place_id,name,lat,lng,rating,user_ratings_total,price_level,types,address,brand,is_chain
台中市,北區,ChIJp7HQKZ09aTQRHtM4Ietx4LE,STARBUCKS 星巴克 (台中金典門市),24.1557383,120.663261,3.6,158.0,2.0,"cafe,store,food,point_of_interest,establishment","B1, No. 1049號健行路",Starbucks,True
台中市,北區,ChIJ2RVCxNk9aTQR3tohysirMrU,星巴克 超億門市,24.1509834,120.6606708,3.8,227.0,,"store,food,point_of_interest,establishment",公益路128號,Starbucks,True
台中市,北區,ChIJsRHvI2Y9aTQRb_xhSnV4-LE,星巴克中友門市,24.1518081,120.6847387,3.6,668.0,2.0,"cafe,store,food,point_of_interest,establishment",三民路三段161號1樓C棟,Starbucks,True
台中市,北區,ChIJwyzDH_Y9aTQRbWEpnuo7kNk,星巴克 日曜門市,24.1425749,120.685322,3.8,186.0,2.0,"cafe,store,food,point_of_interest,establishment",自由路二段94號1,Starbucks,True
台中市,北區,ChIJbTvbKZ09aTQRbG9qhco2g7I,金典綠園道,24.1557383,120.663261,4.2,6599.0,,"department_store,store,point_of_interest,establishment",健行路1049號,Local,False
台中市,西屯區,ChIJIyPcgegXaTQRM63U0Z_ZOKU,星巴克 松竹洲際門市,24.1999374,120.6707456,4.4,1024.0,2.0,"cafe,store,food,point_of_interest,establishment",松竹路三段1133號,Starbucks,True
台中市,西屯區,ChIJ7eTyVxkWaTQR_0U_OaNC_iQ,STARBUCKS 星巴克 (黎明福科門市),24.1788134,120.6373007,4.1,1965.0,2.0,"cafe,store,food,point_of_interest,establishment",黎明路三段289號,Starbucks,True
台中市,西屯區,ChIJlTQNEog9aTQRKJJPQRzL0dI,星巴克 河南青海門市,24.170478,120.6435501,4.0,1186.0,2.0,"cafe,store,food,point_of_interest,establishment",河南路二段431號,Starbucks,True
台中市,西屯區,ChIJYeca3vM9aTQRsHwptZdeoK8,STARBUCKS 星巴克 (朝富門市),24.1660456,120.6376207,4.1,954.0,2.0,"cafe,store,food,point_of_interest,establishment",朝富路83號1樓,Starbucks,True
台中市,西屯區,ChIJRXIzTO49aTQRAHNnWBXCqB4,星巴克 (市政門市),24.1605626,120.634983,4.1,2005.0,2.0,"cafe,store,food,point_of_interest,establishment",市政路581號,Starbucks,True
台中市,西屯區,ChIJWzLi2g8XaTQRQsIWIvXPHDo,STARBUCKS 星巴克 (文心甘肅門市),24.1699698,120.6557938,3.9,509.0,2.0,"cafe,store,food,point_of_interest,establishment",文心路三段135號,Starbucks,True
台中市,西屯區,ChIJa2IzdAA9aTQRpEhflbuw_Qw,星巴克 (誠品480門市）,24.1598466,120.6385572,4.1,58.0,2.0,"cafe,food,point_of_interest,establishment","1F, No. 480號市政路",Starbucks,True
台中市,西屯區,ChIJocefksY1aDQReMiG_siCMVQ,星巴克逢甲大學門市,24.1810188,120.6464322,4.0,262.0,2.0,"cafe,store,food,point_of_interest,establishment",文華路100號,Starbucks,True
台中市,西屯區,ChIJacBApYw9aTQRzjXr6_jW750,星巴克台中遠百門市,24.1646934,120.6446718,3.2,191.0,2.0,"cafe,store,food,point_of_interest,establishment",臺灣大道三段251號11樓,Starbucks,True
台中市,西屯區,ChIJacBApYw9aTQRhDEzTaQ5DPw,星巴克（台中三越11門市）,24.1647673,120.6434748,3.6,307.0,2.0,"cafe,store,food,point_of_interest,establishment",臺灣大道三段301號11樓,Starbucks,True
台中市,西屯區,ChIJhUwQB509aTQRtIerj8IN3KA,STARBUCKS 星巴克 (三越一店門市),24.1647673,120.6434748,2.4,72.0,,"store,food,point_of_interest,establishment","3 樓, No, No. 301臺灣大道三段",Starbucks,True
台中市,西屯區,ChIJsyY63tQXaTQRgPsYcPf0HKk,客美多咖啡 Komeda‘s Coffee - 台中黎明店,24.1777167,120.6373363,4.1,806.0,,"cafe,store,food,point_of_interest,establishment",黎明路三段257號,Local,False
台北市,中山區,ChIJqzvbWxWpQjQReh5uDRouO8k,星巴克典藏 保安門市 Starbucks Reserve,25.059259,121.5132282,4.4,4231.0,2.0,"cafe,store,food,point_of_interest,establishment",保安街11號,Starbucks,True
台北市,中山區,ChIJrRnsfXypQjQR5RegFqscptY,星巴克 (台北捷運門市),25.0460466,121.5179193,4.2,829.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝西路一段49號B1F,Starbucks,True
台北市,中山區,ChIJrWPskAepQjQR_7VXOp2F4mU,星巴克 (漢中門市),25.0440448,121.5074866,4.1,2930.0,2.0,"cafe,store,food,point_of_interest,establishment",漢中街51號,Starbucks,True
台北市,中山區,ChIJq5CpdnCpQjQRJj60IikpJJ8,STARBUCKS 星巴克 (紹興門市),25.0445625,121.5252208,4.1,1204.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路一段31號,Starbucks,True
台北市,中山區,ChIJW8mtjt-rQjQRK-EealWOg0s,Starbucks 星巴克（南京建國門市）,25.0521994,121.537191,4.2,1645.0,2.0,"cafe,store,food,point_of_interest,establishment",南京東路三段1號,Starbucks,True
台北市,中山區,ChIJ3y9aVBOpQjQR4mS4Flc5ilc,STARBUCKS 星巴克 (台北圓環門市),25.053927,121.513958,4.1,1547.0,2.0,"cafe,store,food,point_of_interest,establishment",南京西路288號,Starbucks,True
台北市,中山區,ChIJVQRx7t2rQjQRr5b6VuvX834,Starbucks 星巴克 (南京復興門市),25.0516576,121.5437481,4.0,1136.0,2.0,"cafe,store,food,point_of_interest,establishment",南京東路三段224號1F,Starbucks,True
台北市,中山區,ChIJrRnsfXypQjQReSSLn02HMjE,星巴克 忠新門市,25.0419847,121.5317291,4.1,1302.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路二段134巷2號,Starbucks,True
台北市,中山區,ChIJdcsqMeCpQjQR1dSa-9UH9vk,Starbucks 星巴克 (南京西門市),25.0526864,121.5195903,4.1,1052.0,2.0,"cafe,food,point_of_interest,establishment",南京西路36號,Starbucks,True
台北市,中山區,ChIJVZX9rtCrQjQRpv0zCdvBQfI,星巴克 崇興門市,25.0408932,121.5432417,3.9,221.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路三段300號B2,Starbucks,True
台北市,中山區,ChIJ35bzN3OpQjQRYpIfB5xYYP0,星巴克 館前漢口門市,25.0449044,121.5148767,4.1,1312.0,2.0,"cafe,food,point_of_interest,establishment",館前路26號,Starbucks,True
台北市,中山區,ChIJqU2HWKWuQjQRWf7-x6z1eZI,星巴克 士林承德門市,25.0817481,121.5233371,4.0,875.0,2.0,"cafe,food,point_of_interest,establishment",承德路四段67號,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQR_vckZVrXGrE,星巴克 龍權門市,25.0621369,121.5405778,4.0,868.0,2.0,"cafe,store,food,point_of_interest,establishment",民權東路三段22號,Starbucks,True
台北市,中山區,ChIJ_YvA9-WrQjQR8rHCrpoKgh8,星巴克 龍門門市,25.0413751,121.5482898,4.2,2773.0,2.0,"cafe,food,point_of_interest,establishment",忠孝東路四段134號,Starbucks,True
台北市,中山區,ChIJfc7LQAupQjQRWvPQC-tAZbI,星巴克 重慶門市,25.0424628,121.5130744,4.2,1856.0,2.0,"cafe,store,food,point_of_interest,establishment",重慶南路一段104號,Starbucks,True
台北市,中山區,ChIJN9Jm9V6pQjQRyxqAPSSMVr0,STARBUCKS 星巴克 (松江門市),25.0578302,121.5329043,4.1,1406.0,2.0,"cafe,store,food,point_of_interest,establishment",松江路210號,Starbucks,True
台北市,中山區,ChIJMduMI0mpQjQRE0Bhztm2ClU,星巴克 庫倫承德門市,25.0720983,121.5189997,4.2,2140.0,2.0,"cafe,store,food,point_of_interest,establishment",庫倫街51號,Starbucks,True
台北市,中山區,ChIJJztx2cWrQjQRTlWIcHoPop0,星巴克 忠孝延吉門市,25.0412211,121.5539427,4.0,725.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路四段230號,Starbucks,True
台北市,中山區,ChIJc6Lk1GepQjQRS8T9Sqnvra0,Starbucks 星巴克 (林森門市),25.0539451,121.5258944,4.0,828.0,2.0,"cafe,store,food,point_of_interest,establishment",林森北路247號,Starbucks,True
台北市,中山區,ChIJHbVHIBKsQjQRjG9xf7NcB1Q,Starbucks 星巴克 (大直植福門市),25.0831821,121.5542755,4.2,1235.0,2.0,"cafe,store,food,point_of_interest,establishment",敬業二路115號,Starbucks,True
台北市,中山區,ChIJh4ZQtQypQjQRBJLz6aF42EA,星巴克 懷寧門市,25.0460762,121.5141035,4.1,1241.0,2.0,"cafe,food,point_of_interest,store,establishment",懷寧街10號,Starbucks,True
台北市,中山區,ChIJdeueS4upQjQR4rxrV9dl3SE,Starbucks 星巴克 (林森農安門市),25.0648541,121.5255871,4.2,951.0,2.0,"cafe,food,point_of_interest,establishment",林森北路568號,Starbucks,True
台北市,中山區,ChIJ6VKxyEapQjQReO5LTWxKE1c,Starbucks 星巴克 (松江 錦州門市),25.0591837,121.5334756,4.2,794.0,2.0,"cafe,food,point_of_interest,establishment",松江路239號1樓,Starbucks,True
台北市,中山區,ChIJ6dYHUxKsQjQRxySoOzDfUhM,STARBUCKS 星巴克 (美麗華門市),25.0836018,121.5567386,4.0,1432.0,2.0,"cafe,food,point_of_interest,establishment",敬業三路20號1樓,Starbucks,True
台北市,中山區,ChIJ3SyT4nKpQjQRIKSOnRHAc2I,星巴克 (許昌南陽門市),25.0455712,121.516331,4.2,568.0,2.0,"cafe,food,point_of_interest,establishment",南陽街1號,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQR61C5y3XHlq4,Starbucks 星巴克 (民權門市),25.0619792,121.543746,3.9,565.0,2.0,"cafe,food,point_of_interest,store,establishment",民權東路三段88號,Starbucks,True
台北市,中山區,ChIJOYUzfnKpQjQR5Xpm_wV9JFI,STARBUCKS 星巴克 (台鐵一門市),25.0475771,121.5170965,4.0,583.0,2.0,"cafe,food,point_of_interest,store,establishment",北平西路3號2樓,Starbucks,True
台北市,中山區,ChIJs_lx6mOpQjQRhXXSmtudyPw,Starbucks 星巴克 (松江長安門市),25.0485746,121.5326902,4.0,716.0,2.0,"cafe,food,point_of_interest,establishment",松江路54號1樓,Starbucks,True
台北市,中山區,ChIJGeHaqGSpQjQRsz-t4IS6ZDY,星巴克 三創門市,25.0450708,121.5309575,4.0,904.0,2.0,"cafe,food,point_of_interest,establishment",市民大道三段2號1樓,Starbucks,True
台北市,中山區,ChIJpeaxbnipQjQRtSAnKtsusDM,Starbucks 星巴克（民權西門市）,25.0625874,121.5201414,4.1,281.0,2.0,"cafe,food,point_of_interest,store,establishment",民權西路62號1-3樓,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQR8dtWPnA4x-I,STARBUCKS RESERVE 星巴克典藏咖啡 (宏泰門市),25.0573132,121.5476339,4.2,486.0,2.0,"cafe,food,point_of_interest,store,establishment",民生東路三段156-1號,Starbucks,True
台北市,中山區,ChIJi45hzWipQjQRatpOkgxPjRA,星巴克 (時代寓所門市),25.0437003,121.5239036,4.4,1404.0,2.0,"cafe,food,point_of_interest,store,establishment",林森南路7-1號,Starbucks,True
台北市,中山區,ChIJffGqdkKpQjQRSqaw2ml2beQ,STARBUCKS 星巴克 (馬偕門市),25.0579265,121.5217066,4.0,1132.0,2.0,"cafe,food,point_of_interest,store,establishment",民生西路7號,Starbucks,True
台北市,中山區,ChIJY1uqz8irQjQRbMlb2e98UiI,星巴克 同領門市,25.0417739,121.551495,3.7,287.0,2.0,"cafe,food,point_of_interest,store,establishment",忠孝東路四段201號,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQRbY3e5ej0jKI,星巴克 復安門市,25.0427452,121.5448233,4.1,639.0,2.0,"cafe,food,point_of_interest,store,establishment",復興南路一段135巷9號,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQRttsoFFBkLIg,星巴克 華視門市,25.0424529,121.5567119,4.2,938.0,2.0,"cafe,food,point_of_interest,establishment",光復南路180巷14號,Starbucks,True
台北市,中山區,ChIJO-lAiuirQjQRWbc1xgWv0kg,星巴克 敦化門市,25.0538791,121.549365,4.0,697.0,2.0,"cafe,food,point_of_interest,store,establishment",敦化北路147號,Starbucks,True
台北市,中山區,ChIJTTJnetqrQjQRCaEi7SaExME,星巴克 崇光門市,25.0419479,121.5448735,3.9,283.0,2.0,"cafe,food,point_of_interest,store,establishment",忠孝東路四段45號B1,Starbucks,True
台北市,中山區,ChIJG36LdG2pQjQRHnfW49bHAEg,Starbucks 星巴克 (京站門市),25.0494325,121.5179209,3.7,864.0,2.0,"cafe,food,point_of_interest,store,establishment",承德路一段1號,Starbucks,True
台北市,中山區,ChIJt0mjjOmrQjQRIPNI7JSUTag,STARBUCKS 星巴克 (北寧門市),25.0514902,121.553724,4.2,707.0,2.0,"cafe,food,point_of_interest,store,establishment",南京東路四段56號,Starbucks,True
台北市,中山區,ChIJ1Z4ZHcOrQjQRJjpTPsint9w,STARBUCKS 星巴克 (台視門市),25.0480562,121.5505335,4.1,605.0,2.0,"cafe,food,point_of_interest,store,establishment",八德路三段10號,Starbucks,True
台北市,中山區,ChIJhfj1IxusQjQRWTOuAq5eDZU,Starbucks 星巴克 (實踐門市),25.0835679,121.5462064,4.1,322.0,2.0,"cafe,food,point_of_interest,store,establishment",大直街70號1樓,Starbucks,True
台北市,中山區,ChIJ0UNk_OerQjQRbGO4NM7vS9c,星巴克 慶城門市,25.05261,121.5445101,3.8,581.0,2.0,"cafe,food,point_of_interest,store,establishment",慶城街1號,Starbucks,True
台北市,中山區,ChIJXd9DqPGrQjQRV4eZCMc79Uo,STARBUCKS 星巴克 (松山機場門市),25.0640733,121.5522553,4.2,327.0,2.0,"cafe,food,point_of_interest,store,establishment",敦化北路340之9號2F,Starbucks,True
台北市,中山區,ChIJI4E_XuKrQjQRgR-Zh4HMRbk,STARBUCKS 星巴克 (松機T2門市),25.0639903,121.5504021,4.6,30.0,2.0,"cafe,food,point_of_interest,store,establishment",敦化北路340之10號2f,Starbucks,True
台北市,中山區,ChIJIXDAp3KsQjQRpvaeGCbebLk,STARBUCKS 星巴克 (大直樂群門市),25.0801789,121.5603852,4.2,612.0,2.0,"cafe,food,point_of_interest,store,establishment",樂群二路267號,Starbucks,True
台北市,中山區,ChIJ3Tv9FOerQjQR0Mv3htMmPsg,STARBUCKS 星巴克 (微風南京門市),25.0521174,121.5485075,3.6,251.0,2.0,"cafe,food,point_of_interest,store,establishment",南京東路三段337號,Starbucks,True
台北市,中山區,ChIJT3PMOHSpQjQR_qvWK-5lBGY,STARBUCKS 星巴克 (台醫B1門市),25.0402741,121.5191591,3.4,154.0,2.0,"cafe,food,point_of_interest,store,establishment","B1, No. 7號中山南路",Starbucks,True
台北市,中山區,ChIJg40vHwapQjQRu6zY56iC8i4,星巴克 (京站二門市),25.0489002,121.5183575,3.1,100.0,2.0,"cafe,food,point_of_interest,establishment","4F. No. 1號, No. 103承德路一段",Starbucks,True
台北市,中山區,ChIJA58lxQKrQjQRz__99xDmLDU,星巴克 SOGO復興B1門市,25.041082,121.5435506,3.7,129.0,,"food,point_of_interest,store,establishment","B1, No. 300號忠孝東路三段",Starbucks,True
台北市,信義區,ChIJ5QizddOrQjQRkBsS22h-CAg,STARBUCKS 星巴克 (興南門市),25.0336321,121.5437884,4.0,1530.0,2.0,"cafe,store,food,point_of_interest,establishment",復興南路一段323號,Starbucks,True
台北市,信義區,ChIJC_0CPLmrQjQRzBPdFBld4_4,星巴克 台北時代門市,25.0406227,121.5654586,4.0,1461.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路五段8號2F,Starbucks,True
台北市,信義區,ChIJlSurRpSrQjQRlDAxFcv7a-A,Starbucks 星巴克（南京三民門市）,25.051653,121.5636801,4.1,1390.0,2.0,"cafe,store,food,point_of_interest,establishment",南京東路五段171號,Starbucks,True
台北市,信義區,ChIJuTnTDzKqQjQRUzlPO75hUGI,星巴克 敦和門市,25.0255371,121.549124,4.1,686.0,2.0,"cafe,store,food,point_of_interest,establishment",敦化南路二段263號,Starbucks,True
台北市,信義區,ChIJ1bCFcaOrQjQRk5YVkXDWOO4,星巴克 (永春門市),25.0411563,121.573763,4.1,848.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路五段297號,Starbucks,True
台北市,信義區,ChIJDUmD13moQjQREo8j1iLK9HY,星巴克（辛亥門市）,25.0217296,121.5411881,4.1,1407.0,2.0,"cafe,store,food,point_of_interest,establishment",辛亥路二段175號,Starbucks,True
台北市,信義區,ChIJlwNNWQCrQjQR7xDNkcAHj0I,星巴克典藏™ DREAM PLAZA台北,25.0397823,121.5654532,3.8,679.0,,"cafe,store,food,point_of_interest,establishment",松高路11號6樓,Starbucks,True
台北市,信義區,ChIJ-cMhaRWrQjQRrY_ScenP9Aw,Starbucks 星巴克 (信義南山門市),25.0343163,121.5680845,4.1,357.0,2.0,"cafe,food,point_of_interest,establishment",松仁路100號2F,Starbucks,True
台北市,信義區,ChIJY1uqz8irQjQRCVJuBqEowaQ,星巴克 敦富門市,25.0312022,121.5491881,4.1,849.0,2.0,"cafe,store,food,point_of_interest,establishment",敦化南路二段59號,Starbucks,True
台北市,信義區,ChIJaQL2pJ6rQjQRNvc9eThhJaQ,星巴克 松山車站門市,25.0491191,121.5787089,4.0,1009.0,2.0,"cafe,store,food,point_of_interest,establishment",松山路11號,Starbucks,True
台北市,信義區,ChIJEzwHJCSrQjQRg7SBxnkc0Y8,星巴克 長興門市,25.0173744,121.5449719,4.1,261.0,2.0,"cafe,store,food,point_of_interest,establishment",基隆路三段85號,Starbucks,True
台北市,信義區,ChIJQazyoSirQjQRZMdYYKJUigA,星巴克 信義經貿門市,25.0325552,121.5670066,4.3,239.0,2.0,"cafe,store,food,point_of_interest,establishment",信義路五段106號,Starbucks,True
台北市,信義區,ChIJSaacLierQjQRUPX2UUD4uxc,星巴克 (遠百A13門市),25.0368519,121.5677823,3.7,249.0,2.0,"cafe,store,food,point_of_interest,establishment",松仁路58號B2,Starbucks,True
台北市,信義區,ChIJ1YzfMc3WDRQRrjAhgGbVNFQ,STARBUCKS 星巴克 通化門市,25.0324996,121.554457,4.0,821.0,2.0,"cafe,store,food,point_of_interest,establishment",文昌街209號,Starbucks,True
台北市,信義區,ChIJy1stmSiqQjQRWxEjYekjEaM,星巴克 興和門市,25.0255766,121.5436477,3.9,738.0,2.0,"cafe,store,food,point_of_interest,establishment",復興南路二段275號,Starbucks,True
台北市,信義區,ChIJUzoMxrarQjQR_T4HJVWbE-I,星巴克 摩登典藏吧台 (101典藏門市),25.0335181,121.564232,4.1,680.0,2.0,"cafe,store,food,point_of_interest,establishment",市府路45號,Starbucks,True
台北市,信義區,ChIJ9y4447qrQjQR8M_LqYlWKHo,星巴克 世貿一館門市,25.03462,121.5621094,4.0,411.0,2.0,"cafe,store,food,point_of_interest,establishment",信義路五段5號,Starbucks,True
台北市,信義區,ChIJB3VqqLurQjQRbvLepYNdwUQ,星巴克 寶麗廣塲 B1門市,25.0394953,121.5679586,4.0,700.0,2.0,"cafe,store,food,point_of_interest,establishment","B1, No. 28號松仁路",Starbucks,True
台北市,信義區,ChIJ1cPodmarQjQRUq0zbfM-BjE,Starbucks 星巴克 (微風南山門市),25.0343073,121.5659555,3.6,172.0,,"cafe,store,food,point_of_interest,establishment",松智路17號1樓,Starbucks,True
台北市,信義區,ChIJ1-oN0NyrQjQR1yLChYK-f80,星巴克 (後山埤門市),25.0442196,121.5822393,4.0,454.0,2.0,"cafe,store,food,point_of_interest,establishment",忠孝東路五段968號,Starbucks,True
台北市,信義區,ChIJN4Jy84yrQjQR5CM9MNH4Zc8,Starbucks星巴克 (東興門市),25.0478929,121.5662913,4.1,65.0,2.0,"cafe,store,food,point_of_interest,establishment",東興路37號,Starbucks,True
台北市,信義區,ChIJzQAOKCwjaTQRWTUHYNd1-KM,星巴克 (新光門市),25.0367103,121.5672369,3.2,239.0,2.0,"cafe,store,food,point_of_interest,establishment",松壽路11號,Starbucks,True
台北市,信義區,ChIJ91kTojKqQjQRVxetIsd5LD4,星巴克 (敦南門市),25.0287036,121.5493588,4.2,329.0,2.0,"cafe,store,food,point_of_interest,establishment",敦化南路二段101號,Starbucks,True
台北市,信義區,ChIJt2HAiCarQjQRbLUFHw7qy9c,Starbucks 星巴克 (101門市),25.0339586,121.5644225,4.3,23.0,,"store,food,point_of_interest,establishment",市府路45號1樓-B.C室,Starbucks,True
台北市,信義區,ChIJ_Y_2-7qrQjQRUCBvHVZMqkA,星巴克 松仁門市,25.038252,121.5691713,3.6,115.0,2.0,"cafe,store,food,point_of_interest,establishment",松仁路7號國泰金控大樓1樓,Starbucks,True
台北市,信義區,ChIJz7SCshuoQjQRqFNaaxFb0D0,星巴克 (仁愛國泰門市),25.0374185,121.5545958,4.0,266.0,2.0,"cafe,store,food,point_of_interest,establishment",仁愛路四段304號號1樓,Starbucks,True
台北市,信義區,ChIJofxhW8nWDRQRzwo_vIVzIhk,星巴克 北醫吳興門市,25.0277278,121.562979,4.0,622.0,2.0,"cafe,store,food,point_of_interest,establishment",吳興街220巷1號,Starbucks,True
台北市,大安區,ChIJJ5L21Z6pQjQRgrSFseDy92M,星巴克（南海門市）,25.0323876,121.5168813,4.1,1546.0,2.0,"cafe,food,point_of_interest,store,establishment",南海路20號,Starbucks,True
台北市,大安區,ChIJ4bT0-oupQjQRIzo8NiGCeAY,STARBUCKS 星巴克 (羅斯福門市),25.0174952,121.5318679,4.1,982.0,2.0,"cafe,food,point_of_interest,store,establishment",羅斯福路三段301號,Starbucks,True
台北市,大安區,ChIJY1uqz8irQjQRnetWuLM8xzQ,星巴克（和平門市）,25.0268191,121.5229239,3.9,1234.0,2.0,"cafe,food,point_of_interest,store,establishment",和平東路一段2號,Starbucks,True
台北市,大安區,ChIJ5aXDWJ2pQjQR1q32d8yhJPU,STARBUCKS 星巴克 (杭州門市),25.0355845,121.5245834,4.0,911.0,2.0,"cafe,food,point_of_interest,store,establishment",信義路二段1-1號,Starbucks,True
台北市,大安區,ChIJIcFPa4KpQjQR5SlT6EQMkiI,星巴克 永康街2F門市,25.0332989,121.529752,4.1,966.0,2.0,"cafe,food,point_of_interest,store,establishment",永康街2號2樓,Starbucks,True
台北市,大安區,ChIJ4bT0-oupQjQR7L09td6Ndhg,星巴克（建和門市）,25.0255264,121.5372233,4.1,916.0,2.0,"cafe,food,point_of_interest,store,establishment",和平東路二段42-1號,Starbucks,True
台北市,大安區,ChIJXZu3TU-pQjQRbGJOx06QCvA,星巴克 古亭門市,25.0244561,121.5246387,4.1,306.0,2.0,"cafe,food,point_of_interest,store,establishment",羅斯福路二段109號,Starbucks,True
台北市,大安區,ChIJlyAJn4ypQjQRSBKzn33ex3U,星巴克 (公館水源門市),25.0138262,121.5303118,3.8,434.0,2.0,"cafe,food,store,point_of_interest,establishment",思源街16號,Starbucks,True
台北市,大安區,ChIJHWGazrSrQjQRNWJkISktNFw,星巴克 北醫門市,25.0273108,121.5632804,4.0,484.0,2.0,"cafe,food,store,point_of_interest,establishment",吳興街252號,Starbucks,True
台北市,大安區,ChIJ40rVCLipQjQRP9GMIxWM9PY,STARBUCKS 星巴克 (師大和平門市),25.0268111,121.5292026,4.3,110.0,,"food,store,point_of_interest,establishment",和平東路一段129-1號1樓,Starbucks,True
台北市,大安區,ChIJiVTBIxurQjQRDbtAU6P3r9M,Starbucks 星巴克 (時代B2門市),25.040612,121.5653956,2.5,97.0,,"cafe,food,store,point_of_interest,establishment",忠孝東路五段8號,Starbucks,True
台北市,大安區,ChIJFWlX4LWrQjQRQ1XP4fhdm64,統一星巴克 南山門市,25.0316896,121.561159,4.0,398.0,2.0,"cafe,food,point_of_interest,establishment",莊敬路168號,Starbucks,True
台北市,文山區,ChIJMQq8ZPABaDQRlzRW7MTIo0E,星巴克 新中門市,24.9776452,121.5456118,3.9,1223.0,2.0,"cafe,store,food,point_of_interest,establishment",中興路三段3號,Starbucks,True
台北市,文山區,ChIJc63e6nuqQjQRnUdJZsI4Y78,STARBUCKS 星巴克 (政大門市),24.9877654,121.5756229,4.1,506.0,2.0,"cafe,store,food,point_of_interest,establishment",指南路二段105號,Starbucks,True
台北市,文山區,ChIJj1TBSnGqQjQRhUW8goVK6_0,星巴克 木柵門市,24.9887216,121.566914,4.1,719.0,2.0,"cafe,store,food,point_of_interest,establishment",木柵路三段75號,Starbucks,True
台北市,文山區,ChIJ1U0zNN4BaDQRCBSni34S-CQ,星巴克 木新門市,24.9819444,121.5611111,4.2,687.0,2.0,"cafe,food,point_of_interest,establishment",木新路三段162號,Starbucks,True
台北市,文山區,ChIJC8Pi4M4BaDQRHaPvsxTEi3A,星巴克 新店裕隆城門市,24.9781993,121.5464781,3.8,140.0,,"cafe,store,food,point_of_interest,establishment",中興路三段70號1 樓,Starbucks,True
台北市,文山區,ChIJ_3wx6waqQjQROQUsjLOxfJ4,星巴克 景美門市,24.9925974,121.5443434,4.1,1123.0,2.0,"cafe,store,food,point_of_interest,establishment",景興路185號1-2F,Starbucks,True
